category_id,board_id,board_name,created_at,created_account_id,updated_at,updated_account_id,deleted_at,deleted_account_id
4,,カルビ,2022-02-10 01:21:26,1,2022-02-10 01:21:26,1,NULL,NULL
4,,コットゥンシム,2022-02-10 01:21:26,1,2022-02-10 01:21:26,1,NULL,NULL
4,,プルコギ,2022-02-10 01:21:26,1,2022-02-10 01:21:26,1,NULL,NULL
4,,トゥンシム,2022-02-10 01:21:26,1,2022-02-10 01:21:26,1,NULL,NULL
4,,アンシム,2022-02-10 01:21:26,1,2022-02-10 01:21:26,1,NULL,NULL
4,,チャドルバギ,2022-02-10 01:21:26,1,2022-02-10 01:21:26,1,NULL,NULL
4,,アンチャンサル,2022-02-10 01:21:26,1,2022-02-10 01:21:26,1,NULL,NULL
4,,ウソル,2022-02-10 01:21:26,1,2022-02-10 01:21:26,1,NULL,NULL
4,,チュムルロッ,2022-02-10 01:21:26,1,2022-02-10 01:21:26,1,NULL,NULL
4,,ヤンコプチャン（ヤン）,2022-02-10 01:21:26,1,2022-02-10 01:21:26,1,NULL,NULL
4,,コプチャン,2022-02-10 01:21:26,1,2022-02-10 01:21:26,1,NULL,NULL
4,,ユッケ,2022-02-10 01:21:26,1,2022-02-10 01:21:26,1,NULL,NULL
4,,コプチャンチョンゴル,2022-02-10 01:21:26,1,2022-02-10 01:21:26,1,NULL,NULL
4,,カルビタン,2022-02-10 01:21:26,1,2022-02-10 01:21:26,1,NULL,NULL
4,,カルビチム,2022-02-10 01:21:26,1,2022-02-10 01:21:26,1,NULL,NULL
4,,ソルロンタン,2022-02-10 01:21:26,1,2022-02-10 01:21:26,1,NULL,NULL
4,,コムタン,2022-02-10 01:21:26,1,2022-02-10 01:21:26,1,NULL,NULL
4,,コリコムタン,2022-02-10 01:21:26,1,2022-02-10 01:21:26,1,NULL,NULL
4,,トガニタン,2022-02-10 01:21:26,1,2022-02-10 01:21:26,1,NULL,NULL
4,,ユッケジャン,2022-02-10 01:21:26,1,2022-02-10 01:21:26,1,NULL,NULL
4,,ヘジャングッ,2022-02-10 01:21:26,1,2022-02-10 01:21:26,1,NULL,NULL
4,,ヤンコプチャン（ヤン）,2022-02-10 01:21:26,1,2022-02-10 01:21:26,1,NULL,NULL
4,,トゥッペギプルコギ,2022-02-10 01:21:26,1,2022-02-10 01:21:26,1,NULL,NULL
4,,オボクチェンバン,2022-02-10 01:21:26,1,2022-02-10 01:21:26,1,NULL,NULL
4,,ヤンコプチャン（釜山）,2022-02-10 01:21:26,1,2022-02-10 01:21:26,1,NULL,NULL
4,,豚カルビ,2022-02-10 01:21:26,1,2022-02-10 01:21:26,1,NULL,NULL
4,,サムギョプサル,2022-02-10 01:21:26,1,2022-02-10 01:21:26,1,NULL,NULL
4,,カルメギサル,2022-02-10 01:21:26,1,2022-02-10 01:21:26,1,NULL,NULL
4,,モクサル,2022-02-10 01:21:26,1,2022-02-10 01:21:26,1,NULL,NULL
4,,モソリサル（ハンジョンサル）,2022-02-10 01:21:26,1,2022-02-10 01:21:26,1,NULL,NULL
4,,コッテギ,2022-02-10 01:21:26,1,2022-02-10 01:21:26,1,NULL,NULL
4,,チョッパル,2022-02-10 01:21:26,1,2022-02-10 01:21:26,1,NULL,NULL
