category_id,board_id,board_name,created_at,created_account_id,updated_at,updated_account_id,deleted_at,deleted_account_id
1,,野菊,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,白頭山,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,ソバンチャ,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,世代交代,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,第3世代,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,セトレ,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,ヒョン・ジニョンとワワ,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,夜叉,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,ソテジワアイドゥル,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,ZAM,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,Solid,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,DEUX,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,Noise,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,Roo'Ra,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,Cool,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,Turbo,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,R.ef,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,H.O.T.,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,Young Turks Club,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,HAMO HAMO,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,IDOL,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,UP,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,太四子,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,Sechs Kies,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,S.E.S.,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,Baby V.O.X,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,NRG,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,神話,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,Fin.K.L.,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,1TYM,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,S♯arp,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,Circle,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,コヨーテ,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,O-24,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,god,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,T.T.MA,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,Moonchild,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,Y2K,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,Click-B,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,Fly to the Sky,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,UN,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,Jewelry,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,Sugar,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,D.BACE,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,jtL,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,SHINVI,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,Black Beat,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,J-walk,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,東方神起,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,SUPER JUNIOR,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,SS501,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,天上智喜The Grace,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,LPG,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,BIGBANG,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
1,,Brown Eyed Girls,2022-02-10 01:23:13,1,2022-02-10 01:23:13,1,NULL,NULL
